sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
CC5162M01;ALAIA Mesa madera de acacia negro y patas de acero negro 180;ro y patas de acero negro 180x;SONO Mesa madera de acacia negro y patas de acero negro 180x;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001771_0-20220126111009.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5162M01/CC5162M01·3A.jpg;CC5162M01;Sí;Sí;;No;Pintura en polvo, Negro;Acero;;;8;IN ;No;No;Madera maciza, Acero;;;;;;;;Rectangular;Madera maciza;Negro;Atemporal;18/08/2021;No;Sí;Negro;;;Negro;;;;;;;Rústico;;Comedor, Cocina;0;> 50;;;
CC5163M43;ALAIA Banco 160 x 45 cm  madera maciza de acacia y acero aca; maciza de acacia y acero aca;SONO Banco 160 x 45 cm  madera maciza de acacia y acero aca;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001282_1-20210323105110.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5163M43/CC5163M43·3A.jpg;CC5163M43;Sí;Sí;;No;Negro, Pintura en polvo;Acero;N/A;;3;IN ;No;No;Madera de acacia (Acacia auriculiformis), Acero;N/A;Acero;Mate, Barnizado;N/A;;N/A;;Rectangular;Madera maciza;Natural;Atemporal;11/05/2020;No;Sí;Natural, Negro;;N/A;Negro;No;N/A;N/A;Metal;N/A;N/A;Rústico;Trineo;Comedor, Cocina, Dormitorio, Recibidor;0;> 50;;;MTK0010
CC5165VD14;Silla Giuilia gris claro;;Silla Giuilia gris claro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001500_2-20210422072200.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5165VD14/CC5165VD14·3A.jpg;CC5165VD14;No;Sí;;No;Pintura en polvo, Mate;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Trenzado;100% Polipropileno;Espuma;30;Cuadrada;Tejido;Gris;Atemporal;11/09/2020;No;No;Gris;;Silla sin brazos;;Sí;Gris;No;Metal;Respaldo fijo;Metal;Moderno;4 patas;Salón, Comedor;;;4 - Muy bueno;6 - Muy bueno;
CC5165VD15;Silla Giuilia gris oscuro;;Silla Giuilia gris oscuro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001500_4-20210422072226.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5165VD15/CC5165VD15·3A.jpg;CC5165VD15;No;Sí;;No;Pintura en polvo, Mate;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Trenzado;100% Polipropileno;Espuma;30;Cuadrada;Tejido;Gris;Atemporal;11/09/2020;No;No;Gris;;Silla sin brazos;;Sí;Gris;No;Metal;Respaldo fijo;Metal;Moderno;4 patas;Salón, Comedor;;;4 - Muy bueno;6 - Muy bueno;
CC5167K33;Mesa extensible Theone porcelánico blanco y patas de acero acabado negro 160 (210) x 90 cm;de acero acabado negro 160 (210) x 90 cm;Mesa extensible Theone porcelánico blanco y patas de acero acabado negro 160 (210) x 90 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001304_0.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5167K33/CC5167K33·3A.jpg;CC5167K33;Sí;Sí;;No;Pintura en polvo, Mate;Acero;;;6;CN ;No;No;Cristal templado, Cerámico, Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Rectangular;Cerámico;Blanco;Atemporal;14/07/2020;No;No;Blanco, Gris;;;Gris;;;;;;;Moderno;;Comedor, Cocina;;;;;MTK0172
CC5169K01;Mesa extensible Yodalia 130 (190) x 100 cm porcelánico patas de acero acabado negro;nico patas de acero acabado negro;Mesa extensible Yodalia 130 (190) x 100 cm porcelánico patas de acero acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001313_2.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5169K01/CC5169K01·3A.jpg;CC5169K01;Sí;Sí;;No;Pintura en polvo, Mate;Acero;;;4;CN ;No;No;Cristal templado, Cerámico, Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Ovalada;Cerámico;Negro;Atemporal;14/07/2020;No;No;Negro, Gris;;;Gris;;;;;;;Moderno;;Comedor, Cocina;;;;;MTK0171
CC5171U10;YVETTE Silla brazos ruedas  metal negro tela PU marron;tal negro tela PU marron;ZADINE Silla brazos ruedas  metal negro tela PU marron;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001389_2.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5171U10/CC5171U10·3A.jpg;CC5171U10;N/A;Sí;;No;Pintura en polvo;Acero;No;;1;CN ;No;No;Piel sintética, Espuma, Acero;No;Acero;Tapizado;Piel sintética;100% PU (Poliuretano);Espuma;68;Cuadrada;Piel sintética;Marrón;Atemporal;12/05/2020;No;No;Marrón, Negro;;N/A;Negro;Sí;Marrón;No;Metal;Respaldo fijo;Tapizado;Moderno;Pedestal;Espacio de trabajo;;;5 - Excelente;6 - Muy bueno;
CC5176K01;Mesa extensible redonda Vashti Ø 120 (160) cm porcelánico de acero acabado negro;elánico de acero acabado negro;Mesa extensible redonda Vashti Ø 120 (160) cm porcelánico de acero acabado negro;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5176K01/CC5176K01·3A.jpg;CC5176K01;Sí;Sí;;No;Pintura en polvo, Mate;Acero;;;6;CN ;No;No;Cristal templado, Cerámico, Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Circular;Cerámico;Negro;Atemporal;14/07/2020;No;No;Negro, Gris;;;Gris;;;;;;;Moderno;;Comedor, Cocina;;;;;MTK0171
CC5177C01;Mesa extensible Theone de cristal y patas de acero acabado negro 160 (210) x 90 cm ; acabado negro 160 (210) x 90 cm ;Mesa extensible Theone de cristal y patas de acero acabado negro 160 (210) x 90 cm ;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5177C01/CC5177C01·3A.jpg;CC5177C01;Sí;Sí;;No;Pintura en polvo, Mate;Acero;;;6;CN ;No;No;Cristal templado, Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Rectangular;Cristal;Negro;Atemporal;14/07/2020;No;No;Negro, Transparente;;;Negro;;;;;;;Moderno;;Comedor, Cocina;;;;;MTK0170
CC5184S01;Silla Hannia negro;;Silla Hannia negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001524_0-20210622152504.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5184S01/CC5184S01·3A.jpg;CC5184S01;No;Sí;;No;Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Acero;No;Acero;Teñido;N/A;;N/A;;Cuadrada;Plástico;Negro;Atemporal;27/11/2020;No;No;Negro;;Silla sin brazos;;No;N/A;No;Metal;N/A;N/A;Nórdico;4 patas;Comedor, Cocina;;;;;
CC5184S03;Silla Hannia gris ;;Silla Hannia gris ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001526_0-20220110081223.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5184S03/CC5184S03·3A.jpg;CC5184S03;No;Sí;;No;Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Acero;No;Acero;Teñido;N/A;;N/A;;Cuadrada;Plástico;Gris;Atemporal;31/08/2020;No;No;Gris;;Silla sin brazos;;No;N/A;No;Metal;N/A;N/A;Nórdico;4 patas;Comedor, Cocina;;;;;
CC5185S01;Silla con brazos Hannia negro ;;Silla con brazos Hannia negro ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001499_1-20210401072423.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5185S01/CC5185S01·3A.jpg;CC5185S01;No;Sí;;No;Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Acero;No;Acero;Teñido;N/A;;N/A;;Cuadrada;Plástico;Negro;Atemporal;27/11/2020;No;No;Negro;;Silla con brazos;;No;N/A;No;Metal;N/A;Plástico;Nórdico;4 patas;Comedor, Cocina;;;;;
CC5185S10;Silla con brazos Hannia marrón;;Silla con brazos Hannia marrón;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001499_10-20211124073356.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5185S10/CC5185S10·3A.jpg;CC5185S10;No;Sí;;No;Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Acero;No;Acero;Teñido;N/A;;N/A;;Cuadrada;Plástico;Marrón;Atemporal;31/08/2020;No;No;Marrón;;Silla con brazos;;No;N/A;No;Metal;N/A;Plástico;Nórdico;4 patas;Comedor, Cocina;;;;;
CC5196S12;Silla de exterior Surpika beige;;Silla de exterior Surpika beige;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001396_3.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5196S12/CC5196S12·3A.jpg;CC5196S12;No;Sí;;No;Teñido;Metal;No;;1;CN ;Sí;Sí;Polipropileno, Metal, Poliéster;Sí;Metal;Teñido;Tejido liso;;N/A;;Cuadrada;Plástico;Beige;Verano;17/12/2020;No;No;Beige;SS21 OUTDOOR ;;;No;N/A;N/A;Metal;N/A;Plástico;Moderno;4 patas;Jardín y terraza, Cocina, Comedor;;;;5 - Muy bueno;
CC5201M01;Silla Romane madera de haya acabado negro y chapa de fresno y ratán;de fresno y ratán;Silla Romane madera de haya acabado negro y chapa de fresno y ratán;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001438_23-20210709105309.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5201M01/CC5201M01·3A.jpg;CC5201M01;No;Sí;;No;;Madera de haya (Fagus Sylvatica);No;;1;CN ;No;No;Contrachapado de fresno, Madera de haya (Fagus Sylvatica), Nylon, Ratán;N/A;Madera de haya (Fagus Sylvatica);;;;N/A;;Cuadrada;Madera manufacturada;Negro;Atemporal;05/03/2021;No;Sí;Negro;;;;No;N/A;N/A;Madera maciza;N/A;N/A;Moderno;4 patas;Comedor, Salón, Espacio de trabajo, Dormitorio, Cocina;0;> 75;;;
CC5209VD14;Silla de escritorio Ralfi blanco con asiento gris claro;claro;Silla de escritorio Ralfi blanco con asiento gris claro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001812_1-20220214153123.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5209VD14/CC5209VD14·3A.jpg;CC5209VD14;N/A;Sí;;No;Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Tapizado, Acero;Sí;Polipropileno;Suave;Texturizado;100% Polipropileno;Espuma;30;Geométrico;Plástico;Blanco;Atemporal;21/09/2021;No;No;Blanco;;N/A;;Sí;Blanco;No;Metal;N/A;N/A;Nórdico;Pedestal;Espacio de trabajo;< 25;< 25;3 - Bueno;6 - Muy bueno;
CC5209VD15;Silla de escritorio Ralfi negro con asiento negro;;Silla de escritorio Ralfi negro con asiento negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001812_6-20220127155144.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5209VD15/CC5209VD15·3A.jpg;CC5209VD15;N/A;Sí;;No;Pintura en polvo;Acero;No;;1;CN ;No;No;Polipropileno, Tapizado, Acero;Sí;Polipropileno;Suave;Texturizado;100% Polipropileno;Espuma;30;Geométrico;Plástico;Negro;Atemporal;21/09/2021;No;No;Negro;;N/A;;Sí;Negro;No;Metal;N/A;N/A;Nórdico;Pedestal;Espacio de trabajo;< 25;< 25;3 - Bueno;6 - Muy bueno;
CC5212J01;Silla Konna de borreguito negro y patas de chapa de fresno acabado natural;e fresno acabado natural;Silla Konna de borreguito negro y patas de chapa de fresno acabado natural;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001775_6-20220223071728.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5212J01/CC5212J01·3A.jpg;CC5212J01;N/A;Sí;;No;Chapado;Chapa de fresno (Fraxinus spp.);No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0;Sí;N/A;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;Espuma;30;Cuadrada;Tejido;Negro;Otoño/Invierno;25/08/2021;No;Sí;Negro;AW21-22 FURNITURE ;Silla con brazos;Natural;Sí;Negro;No;Madera maciza;Respaldo fijo;Tapizado;Nórdico;4 patas;Comedor, Salón, Cocina, Espacio de trabajo;0;< 25;4 - Muy bueno;5 - Muy bueno;MTK0217
CC5212KY12;Silla Konna beige y patas de chapa de fresno acabado oscuro;do oscuro;Silla Konna beige y patas de chapa de fresno acabado oscuro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001579_3-20210824142851.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5212KY12/CC5212KY12·3A.jpg;CC5212KY12;N/A;Sí;;No;;Chapa de fresno (Fraxinus spp.);No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0;Sí;N/A;Tapizado;Chenilla;100% Poliéster;Espuma;30;Cuadrada;Tejido;Beige;Otoño/Invierno;06/07/2021;No;Sí;Beige;AW21-22 FURNITURE ;Silla con brazos;N/A;Sí;Beige;No;Madera maciza;Respaldo fijo;Tapizado;Nórdico;4 patas;Comedor, Salón, Cocina, Espacio de trabajo;0;< 25;;;
CC5212KY15;Silla Konna gris oscuro y patas de chapa de fresno acabado oscuro; acabado oscuro;Silla Konna gris oscuro y patas de chapa de fresno acabado oscuro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001579_1-20210824142910.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5212KY15/CC5212KY15·3A.jpg;CC5212KY15;N/A;Sí;;No;;Chapa de fresno (Fraxinus spp.);No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0;Sí;N/A;Tapizado;Chenilla;100% Poliéster;Espuma;30;Cuadrada;Tejido;Gris;Otoño/Invierno;06/07/2021;No;Sí;Gris;AW21-22 FURNITURE ;Silla con brazos;N/A;Sí;Gris;No;Madera maciza;Respaldo fijo;Tapizado;Nórdico;4 patas;Comedor, Salón, Cocina, Espacio de trabajo;0;< 25;;;
CC5212KY19;Silla Konna verde y patas de chapa de fresno acabado oscuro;do oscuro;Silla Konna verde y patas de chapa de fresno acabado oscuro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001579_2-20210824142930.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5212KY19/CC5212KY19·3A.jpg;CC5212KY19;N/A;Sí;;No;Chapado;Chapa de fresno (Fraxinus spp.);No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0;Sí;N/A;Tapizado;Chenilla;100% Poliéster;Espuma;30;Cuadrada;Tejido;Verde;Otoño/Invierno;06/07/2021;No;Sí;Verde;AW21-22 FURNITURE ;Silla con brazos;N/A;Sí;Verde;No;Madera maciza;Respaldo fijo;Tapizado;Nórdico;4 patas;Comedor, Salón, Cocina, Espacio de trabajo;0;< 25;;;
CC5224J12;Silla Yanet de cuerda beige y patas de acero galvanizado;nizado;Silla Yanet de cuerda beige y patas de acero galvanizado;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001789_6-20220131075601.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5224J12/CC5224J12·3A.jpg;CC5224J12;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado, Tejido, Espuma;N/A;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Circular;Cuerda;Beige;Verano;09/12/2021;No;No;Beige;OUTDOOR22 ;;;N/A;N/A;N/A;Metal;N/A;Cuerda;Moderno;4 patas;Jardín y terraza, Comedor, Cocina;;;;;
CC5225J01;Taburete Yanet de cuerda negro y acero galvanizado altura 65 cm; altura 65 cm;Taburete Yanet de cuerda negro y acero galvanizado altura 65 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001870_1-20220222132415.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5225J01/CC5225J01·3A.jpg;CC5225J01;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado, Tejido, Espuma;N/A;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Circular;Cuerda;Negro;Verano;09/12/2021;No;No;Negro;OUTDOOR22 ;;;N/A;N/A;N/A;Metal;N/A;Cuerda;Moderno;4 patas;Jardín y terraza, Comedor, Cocina;;;;;
CC5962FN46;Sillón colgante Cira con acabado natural;;Sillón colgante Cira con acabado natural;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001484_2-20210323081948.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5962FN46/CC5962FN46·3A.jpg;CC5962FN46;;Sí;;No;;;No;Algodón;1;CN ;Sí;No;Ratán sintético, Acero, Poliéster, Algodón;;Acero;Pintura en polvo;Fibras acrílicas;100% Poliéster;;;Ovalada;Mimbre/Ratán/Otras fibras naturales;Natural;Verano;14/12/2020;No;No;Natural;SS21 OUTDOOR ;;;No;Beige;N/A;;;;Rústico;;Jardín y terraza;;;4 - Muy bueno;6 - Muy bueno;
CC5963FN35;Sillón colgante Cira multicolor;;Sillón colgante Cira multicolor;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001481_9-20210323081511.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5963FN35/CC5963FN35·3A.jpg;CC5963FN35;;Sí;;No;;;No;Algodón;1;CN ;Sí;No;Ratán sintético, Acero, Poliéster, Algodón;;Acero;Pintura en polvo;Fibras acrílicas;100% Poliéster;;;Ovalada;Mimbre/Ratán/Otras fibras naturales;Verde;Verano;14/12/2020;No;No;Verde;SS21 OUTDOOR ;;;No;Beige;N/A;;;;Nórdico;;Jardín y terraza;;;4 - Muy bueno;6 - Muy bueno;
CC5969FN35;Sillón colgante con pie Cira multicolor;;Sillón colgante con pie Cira multicolor;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001481_5-20210322101053.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5969FN35/CC5969FN35·3A.jpg;CC5969FN35;;Sí;;No;Pintura en polvo, Mate;Acero;No;Algodón;1;CN ;Sí;No;Ratán sintético, Acero, Poliéster, Algodón;;Acero;Pintura en polvo;Fibras acrílicas;100% Poliéster;;;Ovalada;Mimbre/Ratán/Otras fibras naturales;Verde;Verano;14/12/2020;No;No;Verde;SS21 OUTDOOR ;;;No;Beige;N/A;Metal;;;Nórdico;;Jardín y terraza;;;4 - Muy bueno;6 - Muy bueno;
CC5972J05;Sillón colgante con pie Ekaterina   ;;Sillón colgante con pie Ekaterina   ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001452_0.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5972J05/CC5972J05·3A.jpg;CC5972J05;No;Sí;;N/A;N/A;N/A;No;Espuma, Fibras acrílicas;1;ID ;Sí;No;Ratán, Tejido, Espuma, Cuerda, Fibras acrílicas, Acero;;Ratán;Natural;N/A;;;;Cuadrada;Mimbre/Ratán/Otras fibras naturales;Natural;Verano;28/01/2021;No;Sí;Natural;SS20 OUTDOOR ;;;No;N/A;N/A;N/A;;;Rústico;;Jardín y terraza, Salón;;;;;
CC5985R05;Estructura metal blanca 730mm 48x37;48x37;Estructura metal blanca 730mm 48x37;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5985R05/CC5985R05·3A.jpg;CC5985R05;;;;;;;;;;PL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC6002M46;Mesa redonda Licia de madera maciza de mango con acabado natural Ø 120 cm;cabado natural Ø 120 cm;Mesa redonda Licia de madera maciza de mango con acabado natural Ø 120 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001840_0-20220201082144.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6002M46/CC6002M46·3A.jpg;CC6002M46;Sí;Sí;;N/A;Lacado en NC (Nitrocelulosa), Blanqueado;Madera de mango (Mangifera Indica);;;6;IN ;No;No;Madera maciza;;;;;;;;Circular;Madera maciza;Natural;Atemporal;31/08/2021;No;Sí;Natural;;;Natural;;;;;;;Moderno;;Comedor, Cocina;0;100;;;MTK0169
CC6003M43;Mesa centro 115x65x40 madera acacia;cacia;Mesa centro 115x65x40 madera acacia;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001640_0-20210907102609.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6003M43/CC6003M43·3A.jpg;CC6003M43;Sí;Sí;;N/A;Pintura en polvo, Negro;Acero;;;;IN ;No;No;Madera maciza, Acero;;;Mate, Barnizado;N/A;;;;Rectangular;Madera maciza;Natural;Atemporal;31/08/2021;No;Sí;Natural;;;Negro;N/A;;;Metal;;;Rústico;;Salón;0;> 50;;;MTK0010
CC6004M43;Consola 115x75 acacia natural;;Consola 115x75 acacia natural;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001657_0-20210907144305.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6004M43/CC6004M43·3A.jpg;CC6004M43;Sí;Sí;;N/A;Pintura en polvo, Negro;Acero;;;;IN ;No;No;Madera maciza, Acero;;;Mate, Barnizado;N/A;;;;Rectangular;Madera maciza;Natural;Atemporal;31/08/2021;No;Sí;Natural;;;Negro;N/A;;;Metal;;;Rústico;;Recibidor;0;> 50;;;MTK0010
CC6020M01;ARGO Mesa redonda DM lacado negro patas de acero efecto made;gro patas de acero efecto made;ARYA Mesa redonda DM lacado negro patas de acero efecto made;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001558_0-20210528102718.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6020M01/CC6020M01·3A.jpg;CC6020M01;Sí;Sí;;No;Film adherido por transferencia;Acero;;;6;CN ;No;No;Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Circular;Madera manufacturada;Negro;Atemporal;24/03/2021;No;No;Negro, Natural;;;Natural;;;;;;;Moderno;;Comedor, Cocina;0;0;;;
CC6020M05;ARGO Mesa melamina blanco patas de acero efecto madera;s de acero efecto madera;ARYA Mesa melamina blanco patas de acero efecto madera;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001523_0-20220110081442.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6020M05/CC6020M05·3A.jpg;CC6020M05;Sí;Sí;;No;Film adherido por transferencia;Acero;;;6;CN ;No;No;Tablero de partículas, Acero;;;;;;;;Circular;Madera manufacturada;Blanco;Atemporal;24/03/2021;No;No;Blanco, Natural;;;Natural;;;;;;;Moderno;;Comedor, Cocina;0;0;;;
CC6020M46;ARGO Mesa melamina acabado natural patas acero efecto madera;ural patas acero efecto madera;ARYA Mesa melamina acabado natural patas acero efecto madera;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001541_0-20210601060309.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6020M46/CC6020M46·3A.jpg;CC6020M46;Sí;Sí;;No;Film adherido por transferencia;Acero;;;6;CN ;No;No;Tablero de partículas, Acero;;;;;;;;Circular;Madera manufacturada;Natural;Atemporal;24/03/2021;No;No;Natural;;;Natural;;;;;;;Moderno;;Comedor, Cocina;0;0;;;
CC6021M01;ARGO Mesa redonda DM lacado negro patas de acero acabado neg;gro patas de acero acabado neg;ARYA Mesa redonda DM lacado negro patas de acero acabado neg;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001612_0-20210913093549.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6021M01/CC6021M01·3A.jpg;CC6021M01;Sí;Sí;;No;Pintura en polvo;Acero;;;6;CN ;No;No;Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;;;;;;Circular;Madera manufacturada;Negro;Atemporal;24/03/2021;No;No;Negro;;;Negro;;;;;;;Moderno;;Comedor, Cocina;0;0;;;
CC6022M46;Mesa redonda Niut de melamina acabado natural patas de acero acabado negro Ø 120 cm;s de acero acabado negro Ø 120 cm;Mesa redonda Niut de melamina acabado natural patas de acero acabado negro Ø 120 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001499_0-20210705111836.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC6022M46/CC6022M46·3A.jpg;CC6022M46;Sí;Sí;;No;Pintura en polvo;Acero;;;6;CN ;No;No;Tablero de partículas, Acero;;;;;;;;Circular;Madera manufacturada;Natural;Atemporal;24/03/2021;No;No;Natural, Negro;;;Negro;;;;;;;Moderno;;Comedor, Cocina;0;0;;;
