sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
CC2234J86;Silla Nadin de cuerda terracota y patas de acero galvanizado;alvanizado;Silla Nadin de cuerda terracota y patas de acero galvanizado;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001446_1-20211118153149.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2234J86/CC2234J86·3A.jpg;CC2234J86;;;;;;;;;;VN ;;;;;;;;;;;;;;;21/12/2020;;;;SS21 OUTDOOR ;;;;;;;;;;;;;;;;
CC2243J86;Butaca Abeli de cuerda terracota;;Butaca Abeli de cuerda terracota;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001445_9-20210922152903.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2243J86/CC2243J86·3A.jpg;CC2243J86;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado, Tejido, Espuma;N/A;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Cuadrada;Cuerda;Rosa;Verano;23/12/2020;No;No;Rosa;SS21 OUTDOOR ;;;N/A;N/A;N/A;Metal;N/A;Cuerda;Nórdico;4 patas;;;;;;
CC2248FN46;Aparador Rexit madera maciza y chapa mindi con ratán 180 x 70 cm;án 180 x 70 cm;Aparador Rexit madera maciza y chapa mindi con ratán 180 x 70 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001447_5-20210701140751.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2248FN46/CC2248FN46·3A.jpg;CC2248FN46;No;Sí;;N/A;Lacado en NC (Nitrocelulosa);Madera de mindi (Melia azedarach);;;;ID ;No;No;Madera de mindi (Melia azedarach);;;Lacado en NC (Nitrocelulosa);;;;;Rectangular;Madera maciza;Natural;Atemporal;26/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;;;Madera maciza;;;Rústico;;Salón, Recibidor, Comedor, Dormitorio, Espacio de trabajo;;;;;MTK0211
CC2252FN46;Cómoda Rexit 5 cajones madera maciza y chapa mindi con ratán 60 x 113 cm; con ratán 60 x 113 cm;Cómoda Rexit 5 cajones madera maciza y chapa mindi con ratán 60 x 113 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001448_10-20210319093737.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2252FN46/CC2252FN46·3A.jpg;CC2252FN46;No;Sí;;N/A;Lacado en NC (Nitrocelulosa);Madera de mindi (Melia azedarach);;;;ID ;No;No;Madera de mindi (Melia azedarach);;;Lacado en NC (Nitrocelulosa);;;;;Rectangular;Madera maciza;Natural;Atemporal;26/02/2021;No;Sí;Natural;SS21 FURNITURE ;;;N/A;;;Madera maciza;;;Rústico;;Salón, Recibidor, Comedor, Dormitorio, Espacio de trabajo;;;;;MTK0211
CC2261GR39;Silla de escritorio Einara gris claro;;Silla de escritorio Einara gris claro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001407_3.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2261GR39/CC2261GR39·3A.jpg;CC2261GR39;N/A;Sí;;No;Teñido;Polipropileno;No;;1;CN ;No;No;Tejido, Espuma, Acero, Polipropileno;Sí;Polipropileno, Contrachapado de bajas emisiones E0;Tapizado;Chenilla;100% Poliéster;Espuma;35;Geométrico;Tejido;Gris;Atemporal;01/03/2021;No;No;Gris;;N/A;;Sí;Gris;No;Plástico;Respaldo fijo;Tapizado;Nórdico;Pedestal;Espacio de trabajo;< 25;< 25;4 - Muy bueno;5 - Muy bueno;MTK0151
CC2977E05;TISHANA Silla metal blanco ratán;án;ASHANTI Silla metal blanco ratán;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001430_13.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2977E05/CC2977E05·3A.jpg;CC2977E05;No;Sí;;No;Mate, Pintado;Acero;No;;1;ID ;No;No;Ratán, Acero;No;Acero;Natural;N/A;;N/A;;Cuadrada;Mimbre/Ratán/Otras fibras naturales;Natural;Atemporal;10/02/2021;No;Sí;Natural, Blanco;;;;;N/A;No;Metal;N/A;N/A;Colonial;4 patas;Comedor, Cocina, Dormitorio;;> 50;;;
CC2982M40B;TV CABINET  150x43,6 Natural Oak;ak;TV CABINET  150x43,6 Natural Oak;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2982M40B/CC2982M40B·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC2995R05;Sillón metal blanco   ;;Sillón metal blanco   ;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC2995R05/CC2995R05·3A.jpg;CC2995R05;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3000J14;Silla Ciselia de borreguito gris claro y metal negro;ro;Silla Ciselia de borreguito gris claro y metal negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001650_10-20211008084322.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3000J14/CC3000J14·3A.jpg;CC3000J14;N/A;Sí;;N/A;Negro, Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;N/A;28;Cuadrada;Tejido;Gris;Otoño/Invierno;16/07/2021;No;No;Gris;AW21-22 FURNITURE ;N/A;Negro;Sí;Gris;N/A;Metal;N/A;N/A;Moderno;4 patas;Comedor, Cocina, Salón;0;0;4 - Muy bueno;4 - Bueno;MTK0203
CC3000J33;Silla Ciselia de borreguito blanco y metal negro;;Silla Ciselia de borreguito blanco y metal negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001650_6-20211008084356.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3000J33/CC3000J33·3A.jpg;CC3000J33;N/A;Sí;;N/A;Negro, Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;N/A;28;Cuadrada;Tejido;Blanco;Otoño/Invierno;16/07/2021;No;No;Blanco;AW21-22 FURNITURE ;N/A;Negro;Sí;Blanco;N/A;Metal;N/A;N/A;Moderno;4 patas;Comedor, Cocina, Salón;0;0;4 - Muy bueno;4 - Bueno;MTK0202
CC3000KY12;chair black black legs in beige colour;e colour;chair black black legs in beige colour;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3000KY12/CC3000KY12·3A.jpg;CC3000KY12;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3000KY15;chair black black legs in grey colour; colour;chair black black legs in grey colour;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3000KY15/CC3000KY15·3A.jpg;CC3000KY15;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3001J01;Taburete Ciselia de borreguito negro y metal negro altura 75 cm; altura 75 cm;Taburete Ciselia de borreguito negro y metal negro altura 75 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001652_1-20210907132804.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3001J01/CC3001J01·3A.jpg;CC3001J01;N/A;Sí;;N/A;Negro, Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;N/A;28;Rectangular;Tejido;Negro;Otoño/Invierno;31/08/2021;No;No;Negro;AW21-22 FURNITURE ;N/A;Negro;Sí;Negro;N/A;Metal;N/A;N/A;Moderno;4 patas;Cocina, Comedor;0;0;4 - Muy bueno;4 - Bueno;MTK0217
CC3001J14;Taburete Ciselia de borreguito gris claro y metal negro altura 75 cm;negro altura 75 cm;Taburete Ciselia de borreguito gris claro y metal negro altura 75 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001652_2-20220120065640.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3001J14/CC3001J14·3A.jpg;CC3001J14;N/A;Sí;;N/A;Negro, Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Borreguito;95% Poliéster, 5% Fibras acrílicas;N/A;28;Rectangular;Tejido;Gris;Otoño/Invierno;31/08/2021;No;No;Gris;AW21-22 FURNITURE ;N/A;Negro;Sí;Gris;N/A;Metal;N/A;N/A;Moderno;4 patas;Cocina, Comedor;0;0;4 - Muy bueno;4 - Bueno;MTK0203
CC3001KY12;BAR STOOL BEIGE;;BAR STOOL BEIGE;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3001KY12/CC3001KY12·3A.jpg;CC3001KY12;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3001KY15;BAR STOOL GREY;;BAR STOOL GREY;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3001KY15/CC3001KY15·3A.jpg;CC3001KY15;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3002KY12;chair black in clear brown;;chair black in clear brown;;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3002KY12/CC3002KY12·3A.jpg;CC3002KY12;;;;;;;;;;CN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CC3003KY15;Silla Benilda gris oscuro, chapa de roble y acero con acabado negro;con acabado negro;Silla Benilda gris oscuro, chapa de roble y acero con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001594_7-20210824142529.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3003KY15/CC3003KY15·3A.jpg;CC3003KY15;N/A;Sí;;N/A;Negro, Mate, Pintura en polvo;Acero;No;;1;CN ;No;No;Tejido, Espuma, Contrachapado de bajas emisiones E0, Acero;Sí;Acero;Tapizado;Tejido;;N/A;28;Cuadrada;Tejido;Gris;Atemporal;16/07/2021;No;No;Gris;AW21-22 FURNITURE ;;;Sí;Gris;N/A;Metal;N/A;N/A;Moderno;4 patas;Comedor, Cocina, Salón;0;0;;;
CC3008M50;Aparador Marielle de chapa de fresno y lacado blanco 107 x 140 cm;co 107 x 140 cm;Aparador Marielle de chapa de fresno y lacado blanco 107 x 140 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001579_4-20210824142641.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3008M50/CC3008M50·3A.jpg;CC3008M50;Sí;Sí;;N/A;Blanco, Mate, Pintura en polvo;Hierro;;;;CN ;No;No;Madera de fresno (Fraxinus Excelsior), Melamina, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Hierro;;;Lacado en NC (Nitrocelulosa);N/A;;;;Rectangular;Madera manufacturada;Blanco;Atemporal;10/06/2021;No;Sí;Blanco;AW21-22 FURNITURE ;;;N/A;;;Metal;;;Moderno;;Salón, Recibidor, Dormitorio;0;< 25;;;MTK0005, MTK0006
CC3011M50;Mesita de noche Marielle de chapa de fresno y lacado blanco 64 x 54 cm;do blanco 64 x 54 cm;Mesita de noche Marielle de chapa de fresno y lacado blanco 64 x 54 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001591_0-20210903110135.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3011M50/CC3011M50·3A.jpg;CC3011M50;Sí;Sí;;N/A;Blanco, Mate, Pintura en polvo;Hierro;;;;CN ;No;No;Madera de fresno (Fraxinus Excelsior), Melamina, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Hierro;;;Lacado en NC (Nitrocelulosa);N/A;;;;Rectangular;Madera manufacturada;Blanco;Atemporal;10/06/2021;No;Sí;Blanco;AW21-22 FURNITURE ;;;N/A;;;Metal;;;Moderno;;Dormitorio;0;< 25;;;MTK0005, MTK0006
CC3013M50;Cómoda Marielle con 5 cajones de chapa de fresno y lacado blanco 64 x 142 cm; lacado blanco 64 x 142 cm;Cómoda Marielle con 5 cajones de chapa de fresno y lacado blanco 64 x 142 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001592_0-20220317102657.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3013M50/CC3013M50·3A.jpg;CC3013M50;Sí;Sí;;N/A;Blanco, Mate, Pintura en polvo;Hierro;;;;CN ;No;No;Madera de fresno (Fraxinus Excelsior), Melamina, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0), Chapa de fresno (Fraxinus spp.), Hierro, Cristal, Cristal templado;;;Lacado en NC (Nitrocelulosa);N/A;;;;Rectangular;Madera manufacturada;Blanco;Atemporal;10/06/2021;No;Sí;Blanco;AW21-22 FURNITURE ;;;N/A;;;Metal;;;Moderno;;Salón, Recibidor;0;< 25;;;MTK0005, MTK0006
CC3015U01;Taburete Orlando - T de piel sintética negro y acero negro mate 60-82 cm;ro negro mate 60-82 cm;Taburete Orlando - T de piel sintética negro y acero negro mate 60-82 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001872_0-20220217113832.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3015U01/CC3015U01·3A.jpg;CC3015U01;No;Sí;;No;;;No;;1;CN ;No;No;Piel sintética, Espuma, Polipropileno, Acero;Sí;Acero;Tapizado;Piel sintética;78% PU (Poliuretano), 22% Poliéster;Espuma;24;Rectangular;Piel sintética;Negro;Atemporal;21/09/2021;No;No;Negro;;N/A;Negro;Sí;Negro;No;;Respaldo fijo;N/A;Moderno;;Cocina, Comedor;0;0;;;
CC3015U05;Taburete Orlando - T de piel sintética blanco y acero blanco mate 60-82 cm;ero blanco mate 60-82 cm;Taburete Orlando - T de piel sintética blanco y acero blanco mate 60-82 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001872_0-20220217113838.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC3015U05/CC3015U05·3A.jpg;CC3015U05;No;Sí;;No;;;No;;1;CN ;No;No;Piel sintética, Espuma, Polipropileno, Acero;Sí;Acero;Tapizado;Piel sintética;78% PU (Poliuretano), 22% Poliéster;Espuma;24;Rectangular;Piel sintética;Blanco;Atemporal;21/09/2021;No;No;Blanco;;N/A;Blanco;Sí;Blanco;No;;Respaldo fijo;N/A;Moderno;;Cocina, Comedor;0;0;;;
CC5075R01;Mesa auxiliar Nenet MDF efecto roble y estructura de acero acabado negro Ø 60 cm;de acero acabado negro Ø 60 cm;Mesa auxiliar Nenet MDF efecto roble y estructura de acero acabado negro Ø 60 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001047_3.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5075R01/CC5075R01·3A.jpg;CC5075R01;No;Sí;;No;Pintura en polvo, Mate;Acero;;;;CN ;No;No;Acero, MDF E0 (tablero de fibra de densidad media con bajas emesiones de formaldehido clase E0);;;Pintura en polvo, Mate;N/A;;;;Circular;Metal;Natural;Atemporal;20/02/2020;No;No;Natural, Negro;;;;No;;;Metal;;;Nórdico;;Salón;;;;;
CC5078J12;Silla Sheryl de madera maciza de eucalipto y cuerda beige FSC 100%;a beige FSC 100%;Silla Sheryl de madera maciza de eucalipto y cuerda beige FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001104_1.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5078J12/CC5078J12·3A.jpg;CC5078J12;No;Sí;;No;Lacado en PU (Poliuretano), Tratamiento resistente UV;Madera de eucalipto (Eucalyptus grandis);No;;1;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis), Cuerda;No;Madera de eucalipto (Eucalyptus grandis);Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Rectangular;Madera maciza;Natural;Verano;12/12/2019;No;Sí;Natural, Beige;SS20 OUTDOOR ;Silla con brazos;Natural;No;N/A;No;Madera maciza;N/A;Madera maciza;Nórdico;4 patas;Jardín y terraza, Cocina, Comedor;;100;;;
CC5078J86;Silla Sheryl de madera maciza de eucalipto y cuerda terracota FSC 100%;a terracota FSC 100%;Silla Sheryl de madera maciza de eucalipto y cuerda terracota FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001426_6.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5078J86/CC5078J86·3A.jpg;CC5078J86;No;Sí;;No;Lacado en PU (Poliuretano), Tratamiento resistente UV;Madera de eucalipto (Eucalyptus grandis);No;;1;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis), Cuerda;No;Madera de eucalipto (Eucalyptus grandis);Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Rectangular;Madera maciza;Rojo;Verano;14/12/2020;No;Sí;Rojo, Natural;SS21 OUTDOOR ;;Natural;N/A;N/A;No;Madera maciza;N/A;Madera maciza;Rústico;4 patas;Jardín y terraza, Comedor;;100;;;
CC5079J12;Taburete Sheryl de madera maciza de eucalipto y cuerda beige altura 79 cm FSC 100%;erda beige altura 79 cm FSC 100%;Taburete Sheryl de madera maciza de eucalipto y cuerda beige altura 79 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001101_2.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5079J12/CC5079J12·3A.jpg;CC5079J12;No;Sí;;No;Lacado en PU (Poliuretano), Tratamiento resistente UV;Madera de eucalipto (Eucalyptus grandis);No;;1;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis), Cuerda;No;Madera de eucalipto (Eucalyptus grandis);Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Rectangular;Madera maciza;Natural;Verano;12/12/2019;No;No;Natural, Beige;SS20 OUTDOOR ;N/A;Natural;No;N/A;No;Madera maciza;N/A;Madera maciza;Nórdico;4 patas;Jardín y terraza, Cocina, Comedor;;;;;
CC5080J03;Taburete Sheryl de madera maciza de eucalipto y cuerda verde altura 69 cm FSC 100%;erda verde altura 69 cm FSC 100%;Taburete Sheryl de madera maciza de eucalipto y cuerda verde altura 69 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001102_1.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5080J03/CC5080J03·3A.jpg;CC5080J03;No;Sí;;No;Lacado en PU (Poliuretano), Tratamiento resistente UV;Madera de eucalipto (Eucalyptus grandis);No;;1;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis), Cuerda;No;Madera de eucalipto (Eucalyptus grandis);Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Rectangular;Madera maciza;Natural;Verano;12/12/2019;No;No;Natural, Verde;SS20 OUTDOOR ;N/A;Natural;No;N/A;No;Madera maciza;N/A;Madera maciza;Nórdico;4 patas;Jardín y terraza, Cocina, Comedor;;;;;
CC5083M46;Mesa alta Sheryl de madera maciza de eucalipto 75 x 75 cm FSC 100%;x 75 cm FSC 100%;Mesa alta Sheryl de madera maciza de eucalipto 75 x 75 cm FSC 100%;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001101_0.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5083M46/CC5083M46·3A.jpg;CC5083M46;No;Sí;;No;Lacado en PU (Poliuretano), Tratamiento resistente UV;Madera de eucalipto (Eucalyptus grandis);;;4;VN ;Sí;No;Madera de eucalipto (Eucalyptus grandis);;;;;;;;Cuadrada;Madera maciza;Natural;Verano;12/12/2019;No;Sí;Natural;SS20 OUTDOOR ;;Natural;;;;;;;Nórdico;;Jardín y terraza, Comedor;;100;;;
CC5097M87;Estantería Jovita madera maciza abedul 50 x 167 cm;;Estantería Jovita madera maciza abedul 50 x 167 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001294_3.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5097M87/CC5097M87·3A.jpg;CC5097M87;;Sí;;;;;;;;CN ;No;No;Madera de abedul (Betula costata);;;Lavado;;;;;Rectangular;Madera maciza;;;08/10/2020;No;Sí;;;;;;;;;;;;;Recibidor, Salón, Dormitorio, Baño;< 25;100;;;
CC5099FN19;Silla Lin;;Silla Lin;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001127_2.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5099FN19/CC5099FN19·3A.jpg;CC5099FN19;No;Sí;;No;Mate, Pintura en polvo;Acero;No;;1;ID ;No;No;Ratán, Acero, Tejido, Espuma;No;Acero;Natural;N/A;;N/A;;Forma libre;Mimbre/Ratán/Otras fibras naturales;Natural;Verano;17/12/2019;No;No;Natural;SS20 S1 ;Silla con brazos;Negro;No;N/A;Sí;Metal;Respaldo con muchos cojines;Mimbre/Ratán/Otras fibras naturales;Colonial;4 patas;Comedor, Salón, Jardín y terraza, Dormitorio;;;;;
CC5106J46;NINA Silla madera maciza eucalipto acabado nogal y cuerda be;alipto acabado nogal y cuerda ;GLYNIS Silla madera maciza eucalipto acabado nogal y cuerda ;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001155_0.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5106J46/CC5106J46·3A.jpg;CC5106J46;No;Sí;;No;Cepillado, Pintado, Tratamiento resistente UV;Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;;1;ID ;Sí;No;Cuerda, Madera de acacia (Acacia auriculiformis), Madera de eucalipto (Eucalyptus grandis);No;Madera maciza;Lacado en PU (Poliuretano), Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Cuadrada;Madera maciza;Natural;Atemporal;16/12/2019;No;No;Natural, Beige;;Silla con brazos;Natural;No;N/A;No;Madera maciza;N/A;Madera maciza;Moderno;4 patas;Comedor, Cocina, Dormitorio, Salón;;;;;
CC5107R01;Mesa de centro Azisi 140 x 60 cm;;Mesa de centro Azisi 140 x 60 cm;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001214_0-20210728120520.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5107R01/CC5107R01·3A.jpg;CC5107R01;No;Sí;;No;Pintura en polvo;Acero;;;;CN ;No;No;Acero;;;Pintura en polvo, Mate;N/A;;;;Rectangular;Metal;Negro;Atemporal;25/05/2020;No;No;Negro;;;;N/A;;;Metal;;;Industrial;;Salón;;;;;
CC5115J11;LAMBTON Taburete de cuerda beige y acero con acabado negro a;eige y acero con acabado negro;GLENVILLE Taburete de cuerda beige y acero con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001090_0-20211025093847.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5115J11/CC5115J11·3A.jpg;CC5115J11;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado;No;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Cuadrada;Cuerda;Beige;Verano;11/02/2020;No;No;Beige, Negro;SS20 OUTDOOR ;N/A;;No;N/A;No;Metal;N/A;N/A;Moderno;4 patas;Jardín y terraza, Cocina;;;;;MTK0014
CC5116J11;LAMBTON Taburete de cuerda beige y acero con acabado negro a;eige y acero con acabado negro;GLENVILLE Taburete de cuerda beige y acero con acabado negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001090_1-20210928122557.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5116J11/CC5116J11·3A.jpg;CC5116J11;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado;No;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Cuadrada;Cuerda;Beige;Verano;11/02/2020;No;No;Beige, Negro;SS20 OUTDOOR ;N/A;;No;N/A;No;Metal;N/A;N/A;Moderno;4 patas;Jardín y terraza, Cocina;;;;;MTK0014
CC5117J03;Silla Yanet de cuerda gris y patas de acero galvanizado;izado;Silla Yanet de cuerda gris y patas de acero galvanizado;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001085_3-20210420100641.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5117J03/CC5117J03·3A.jpg;CC5117J03;No;Sí;;No;Mate, Pintura en polvo;Acero galvanizado;No;;1;VN ;Sí;No;Cuerda, Acero galvanizado, Tejido, Espuma;No;Acero galvanizado;Tratamiento resistente UV;Cuerda;95% Polipropileno, 5% Poliéster;N/A;;Forma libre;Cuerda;Gris;Verano;11/02/2020;No;No;Gris, Beige;SS20 OUTDOOR ;Silla con brazos;;N/A;N/A;No;Metal;N/A;Cuerda;Moderno;4 patas;Jardín y terraza, Comedor;;;;;
CC5158R01;Mesa auxiliar Yinan Ø 48 cm negro;;Mesa auxiliar Yinan Ø 48 cm negro;https://storage.googleapis.com/web-pro-nilo-kavehome/media/catalog/product/A/0/A000001322_0-20220201082118.jpg;http://intranet.juliagrup.com/GestionDocumental/Documents/CC5158R01/CC5158R01·3A.jpg;CC5158R01;No;Sí;;No;Pintura en polvo;Hierro;;;;IN ;No;No;Hierro;;;Pintura en polvo;N/A;;;;Circular;Metal;Negro;Atemporal;11/09/2020;No;No;Negro;;;Negro;No;;;Metal;;;Moderno;;Salón, Recibidor, Espacio de trabajo;;;;;
